AGEB KEY,POPULATION,Population from zero to 14 years,Population aged 18 to 24 that attends school,Population of 18 years and over with post-basic education,Economically active population,Population entitled to health services,IMSS entitled population,ISSSTE entitled population,Population entitled by Seguro Popular,Married or united population of 12 years and over,Population in census households,Total homes,Inhabited private homes that have internet,Inhabited private homes that have a cell phone,Inhabited private homes that have a computer,Inhabited private homes that have a car or truck,Inhabited private homes that have a washing machine,Inhabited private homes that have a refrigerator,Inhabited private homes that have a television,"Inhabited private homes that have electricity, piped water from the public network and drainage",Inhabited private homes that have electric light,Private dwellings inhabited with a floor made of different material than earth,Occupants in inhabited private homes
2200142704004,41,18,0,3,14,32,16,0,16,17,41,13,0,6,*,5,4,8,8,0,8,8,41
2200142704005,41,17,0,*,13,29,15,0,14,19,41,13,0,6,0,3,4,7,8,0,8,7,41
2200142704006,7,*,*,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*
2200142704007,28,7,0,6,15,23,23,0,0,14,28,7,0,6,0,*,3,5,5,*,6,6,28
2200142704009,26,11,0,0,12,8,5,0,3,8,26,10,0,*,0,*,*,4,5,0,5,4,26
2200142704010,14,7,0,0,5,13,0,0,13,6,14,9,*,3,*,*,*,3,3,0,3,3,14
2200142704011,12,6,0,*,*,3,0,3,0,*,12,3,0,*,0,0,*,*,3,0,3,*,12
2200142704013,47,19,*,8,20,29,29,0,0,22,47,13,*,6,*,5,6,6,8,*,7,8,47
2200142704014,6,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200142704015,10,3,0,*,4,10,9,*,0,6,10,3,0,0,0,0,*,*,3,0,3,*,10
2200142704016,8,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142704017,1,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142704018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142704019,4,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*
2200142704020,22,10,*,*,7,20,11,0,9,8,22,6,0,5,0,*,3,4,5,0,5,4,22
2200142704021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142704022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2200142704023,6,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
2200142704024,11,*,0,*,4,9,9,0,0,8,11,5,0,4,*,*,3,4,4,0,4,4,11
2200142704025,21,8,0,0,7,9,5,0,4,10,21,5,0,*,0,*,*,*,5,0,*,3,21
2200142719000,1116,415,18,105,449,744,484,5,244,452,1104,289,16,181,37,106,139,186,222,81,226,199,1104
2200142719001,26,10,0,4,10,12,11,0,0,12,26,9,*,5,*,5,4,6,7,0,6,6,26
2200142719002,81,37,*,6,28,63,45,5,13,29,81,23,0,13,0,6,9,16,18,12,18,15,81
2200142719003,38,9,*,4,20,31,21,0,10,16,38,14,3,5,5,3,6,7,10,10,10,10,38
2200142719004,70,23,*,8,31,46,29,0,17,28,70,18,0,8,*,5,5,10,11,10,11,11,70
2200142719005,42,19,*,*,13,33,18,0,15,14,42,14,0,8,0,5,5,7,10,4,9,10,42
2200142719006,53,15,0,3,29,28,21,0,7,24,53,13,0,6,0,5,6,8,9,6,9,6,53
2200142719007,41,13,4,12,22,26,23,0,3,14,41,8,*,7,3,5,6,6,8,0,7,6,41
2200142719008,56,24,*,6,17,45,25,0,19,24,53,14,0,11,*,6,7,9,11,*,11,10,53
2200142719009,57,24,*,5,16,35,16,0,19,19,54,15,0,7,*,4,4,5,7,0,9,6,54
2200142719010,82,27,*,8,38,51,37,0,14,33,82,18,*,13,6,9,12,14,15,3,17,15,82
2200142719011,77,20,*,5,39,42,25,0,16,30,77,17,*,10,*,8,6,13,14,15,15,11,77
2200142719012,44,18,0,5,13,32,21,0,11,20,41,9,0,6,*,3,5,6,7,5,7,7,41
2200142719013,107,44,0,3,41,69,38,0,27,54,107,27,0,18,*,6,13,17,20,3,23,20,107
2200142719014,18,8,0,0,6,14,11,0,3,8,18,4,0,4,0,0,*,3,4,*,4,*,18
2200142719015,28,11,0,6,12,23,13,0,10,14,28,14,*,7,*,6,7,8,8,*,8,8,28
2200142719016,24,8,0,0,9,12,4,0,8,9,24,5,0,3,*,*,4,4,5,0,5,5,24
2200142719018,33,13,0,4,13,23,19,0,0,12,33,9,0,8,3,4,5,8,8,6,8,8,33
2200142719019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142719020,84,28,*,7,33,41,30,0,11,33,81,22,*,13,*,5,13,13,18,*,18,13,81
2200142719021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142719022,29,12,0,*,13,26,18,0,8,8,29,7,0,5,*,3,*,5,7,0,7,6,29
2200142719024,36,13,0,8,14,32,23,0,9,14,36,10,*,8,4,5,7,8,9,0,8,9,36
2200142719025,22,10,0,0,7,17,8,0,9,10,22,3,0,3,0,3,0,3,3,0,3,3,22
2200142719026,15,3,*,*,8,8,8,0,0,6,15,4,0,3,0,*,*,3,3,0,3,3,15
2200142719027,23,14,0,0,6,12,0,0,12,6,23,5,0,4,0,3,3,*,4,0,4,4,23
2200142719028,3,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200142719029,27,11,*,4,9,20,17,0,3,13,27,6,0,5,0,4,5,4,5,*,5,5,27
2200142723000,950,331,30,118,380,544,439,10,86,394,941,275,24,170,45,97,139,187,200,180,204,197,941
2200142723001,52,25,0,4,20,23,23,0,0,22,52,17,3,10,*,8,8,10,11,10,11,11,52
2200142723002,71,28,0,7,27,35,34,0,0,27,71,19,0,12,3,6,13,14,14,14,14,13,71
2200142723003,60,24,*,3,28,27,20,0,4,27,60,12,0,11,*,4,6,10,12,11,11,12,60
2200142723004,40,12,6,8,14,19,16,3,0,12,40,14,3,6,4,4,5,9,9,9,9,9,40
2200142723005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2200142723006,32,7,0,7,17,15,15,0,0,12,32,10,0,5,*,*,4,7,7,7,7,7,32
2200142723007,63,21,4,9,25,41,29,*,5,28,63,14,*,11,*,5,8,13,13,14,14,13,63
2200142723008,27,11,*,4,10,19,19,0,0,10,27,7,*,5,*,3,5,4,5,5,5,5,27
2200142723009,10,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
2200142723011,67,26,*,8,27,40,39,5,0,19,67,26,*,13,3,5,7,14,14,15,15,15,67
2200142723012,41,9,*,4,17,20,20,0,0,14,32,12,*,8,*,3,7,7,7,9,9,9,32
2200142723013,13,7,0,*,5,8,8,0,0,6,13,3,0,*,0,*,*,3,3,3,3,*,13
2200142723014,12,*,*,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*
2200142723015,70,22,0,12,28,52,36,0,14,36,70,14,*,9,*,8,10,13,14,14,14,14,70
2200142723016,67,18,3,8,24,30,21,0,9,29,67,17,4,14,5,10,12,15,16,16,16,16,67
2200142723017,116,44,3,11,42,77,55,0,19,50,116,28,3,18,4,16,16,22,23,24,24,23,116
2200142723019,39,15,*,4,15,36,30,0,6,17,39,10,*,8,*,3,6,8,8,6,8,7,39
2200142723020,41,13,*,4,16,12,9,0,3,21,41,11,*,6,*,*,4,8,8,8,8,7,41
2200142723021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142723023,32,10,*,6,14,18,12,0,6,12,32,12,0,5,*,*,5,6,7,7,7,7,32
2200142723024,30,7,*,7,15,15,13,0,3,15,30,11,*,7,3,*,6,6,7,*,7,6,30
2200142723025,15,6,0,*,7,11,7,0,4,8,15,5,*,4,*,3,3,4,5,0,5,5,15
2200142723027,7,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*
2200142723028,32,9,*,4,14,21,21,0,0,12,32,15,*,7,*,4,7,8,8,3,8,8,32
2200142723029,5,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142723030,8,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200142738000,1007,339,24,278,423,752,632,25,95,458,992,426,53,220,92,164,203,247,258,236,259,243,992
2200142738001,115,35,*,32,52,86,53,10,23,56,112,38,5,26,7,19,18,27,30,31,31,25,112
2200142738005,36,15,*,3,12,23,23,0,0,14,33,10,*,6,*,5,7,8,8,*,8,7,33
2200142738006,55,18,0,7,28,36,27,*,7,24,55,17,*,13,3,10,10,13,14,13,14,13,55
2200142738008,39,12,0,*,13,24,22,0,*,16,33,12,0,5,*,*,5,7,8,4,8,7,33
2200142738009,48,14,*,7,20,42,39,0,3,19,48,13,*,8,*,6,6,10,10,10,10,10,48
2200142738010,6,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200142738011,46,17,0,7,18,31,25,0,6,22,46,14,0,7,*,4,5,8,9,9,9,9,46
2200142738012,57,20,*,7,21,33,24,0,9,22,57,18,3,12,3,6,11,15,16,16,16,16,57
2200142738013,19,7,0,*,8,11,11,0,0,7,19,9,*,5,*,4,4,5,5,*,6,6,19
2200142738014,16,*,0,*,9,15,13,0,*,7,16,4,0,*,0,*,*,3,3,3,3,3,16
2200142738015,54,25,0,*,19,35,23,0,13,23,54,13,0,9,*,6,9,13,12,13,13,12,54
2200142738016,45,17,*,6,12,43,30,0,12,20,45,12,0,7,0,3,5,10,10,10,10,9,45
2200142738017,11,3,*,3,6,10,10,0,0,4,11,3,0,*,0,3,3,3,3,*,3,3,11
2200142738018,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2200142738019,68,23,*,28,29,45,29,7,9,29,65,48,7,20,13,13,21,20,22,19,21,18,65
2200142738020,49,14,3,26,19,36,36,0,0,28,49,33,3,14,6,10,12,14,14,14,14,14,49
2200142738021,92,36,4,42,35,77,76,*,0,45,92,36,5,23,13,20,24,25,25,25,25,25,92
2200142738022,88,28,3,43,44,71,69,*,0,47,88,36,5,22,15,21,19,22,24,22,23,23,88
2200142738023,57,16,4,19,29,45,45,0,0,24,57,33,7,13,7,10,13,13,13,13,13,13,57
2200142738024,66,19,0,33,30,57,49,*,6,29,66,39,10,17,12,14,19,20,20,17,20,19,66
2200142738025,19,8,*,8,10,12,12,0,0,10,19,25,*,5,3,3,4,5,5,4,5,5,19
2200142738026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142738028,21,6,0,*,8,20,16,*,3,10,21,6,*,3,*,*,5,5,6,6,6,5,21
2200142742000,1387,470,30,371,617,1082,940,43,92,573,1375,417,84,314,158,199,308,339,349,349,352,342,1375
2200142742001,142,46,*,24,64,102,81,5,15,55,139,37,9,31,15,19,33,33,34,34,34,34,139
2200142742002,113,38,*,31,47,74,67,*,6,53,110,35,8,29,12,18,25,27,29,27,29,26,110
2200142742003,126,51,*,28,45,108,89,5,11,53,126,35,*,26,12,17,28,29,30,29,30,30,126
2200142742004,133,39,4,42,72,69,64,4,*,47,133,36,8,26,14,15,25,31,31,31,31,31,133
2200142742005,116,43,3,26,44,94,88,0,6,50,116,35,6,29,10,15,25,30,31,31,31,30,116
2200142742006,41,18,*,10,15,31,25,0,6,16,41,12,*,9,3,6,6,10,10,10,10,10,41
2200142742007,142,47,*,42,64,111,106,0,3,64,142,33,9,26,18,19,31,31,30,31,31,31,142
2200142742008,110,35,4,30,50,85,77,0,8,40,107,33,5,26,11,14,24,27,29,30,30,30,107
2200142742009,80,19,5,27,44,63,38,14,11,40,80,30,6,17,11,9,20,21,21,22,22,22,80
2200142742010,87,32,3,27,36,78,69,*,7,32,87,34,7,23,11,17,23,24,25,25,25,25,87
2200142742011,167,49,4,39,77,145,127,6,12,64,164,47,14,39,20,25,37,41,43,43,43,42,164
2200142742012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142742013,130,53,0,45,59,122,109,7,6,59,130,50,10,33,21,25,31,35,36,36,36,31,130
2200142742014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142757000,1241,423,21,158,482,897,650,16,229,532,1219,356,26,213,52,125,195,247,269,265,276,255,1219
2200142757001,39,16,0,3,11,25,15,5,5,16,39,10,*,9,*,6,5,9,9,9,9,9,39
2200142757002,33,11,0,*,16,25,6,0,16,17,33,11,0,7,0,5,3,8,10,9,10,8,33
2200142757003,51,18,*,8,22,32,25,0,7,26,51,11,*,9,*,3,4,9,10,9,10,9,51
2200142757004,68,23,*,5,26,50,38,0,12,32,68,15,*,13,6,8,11,14,15,14,15,13,68
2200142757005,33,12,0,6,12,27,21,0,5,15,33,11,*,5,3,5,7,6,8,8,8,7,33
2200142757006,22,6,0,*,9,14,14,0,0,9,22,6,0,5,*,*,5,6,6,6,6,3,22
2200142757007,31,8,0,*,13,24,18,*,4,14,31,10,0,5,*,*,6,8,9,8,9,8,31
2200142757008,21,11,*,5,7,21,8,0,13,9,21,7,*,3,*,4,4,4,4,4,4,4,21
2200142757009,74,26,*,4,35,47,32,0,15,30,74,17,*,11,4,7,10,13,17,15,16,15,74
2200142757010,17,7,0,4,6,13,13,0,0,6,17,5,*,4,*,*,3,3,4,4,4,4,17
2200142757011,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2200142757012,63,13,*,12,37,50,46,*,3,34,63,17,*,13,*,9,15,16,16,16,16,15,63
2200142757013,90,29,0,7,34,65,47,0,17,42,90,30,*,12,4,11,16,20,20,20,20,19,90
2200142757014,46,12,0,7,21,39,32,*,5,17,43,19,*,9,*,3,7,10,10,10,10,10,43
2200142757015,42,13,*,9,14,34,18,3,13,20,42,11,*,9,4,7,8,7,9,10,10,8,42
2200142757016,28,11,*,*,10,24,24,0,0,10,28,8,*,5,0,4,5,6,7,7,7,7,28
2200142757017,72,28,3,12,23,40,22,0,18,28,72,16,3,11,3,6,9,12,13,14,14,14,72
2200142757018,49,15,*,12,21,33,23,0,10,18,49,14,*,10,*,7,10,10,11,9,11,9,49
2200142757019,42,18,*,3,12,29,21,*,6,18,42,11,0,6,0,*,3,8,9,9,10,9,42
2200142757020,57,13,*,4,18,22,16,*,5,21,41,9,*,7,*,*,6,8,7,8,8,8,41
2200142757021,8,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*
2200142757022,25,11,*,4,7,20,18,0,*,12,25,11,0,5,*,*,4,7,7,7,7,7,25
2200142757023,62,22,*,11,24,56,46,0,10,25,62,23,*,13,*,4,8,11,14,15,16,16,62
2200142757024,45,15,0,9,21,39,35,0,4,16,45,9,*,6,3,*,7,8,8,8,8,8,45
2200142757025,59,20,*,7,21,52,38,0,17,24,56,19,0,10,0,5,9,11,11,11,11,11,56
2200142757026,45,17,0,6,15,31,12,0,19,17,45,11,0,8,0,6,9,10,11,11,11,10,45
2200142757027,56,21,*,3,19,35,25,0,10,24,56,16,0,7,*,3,7,9,9,7,9,8,56
2200142757028,25,7,0,5,12,18,16,0,*,12,25,8,0,6,*,5,5,5,4,6,6,6,25
2200142757030,26,11,0,*,9,20,16,0,4,12,26,11,0,4,*,3,6,5,6,6,6,5,26
2200142757031,12,6,0,3,5,4,0,0,4,4,12,3,0,*,0,*,*,*,3,3,3,3,12
2200142761000,4148,1273,165,1531,1845,3297,2581,526,202,1704,4019,1530,429,990,591,627,940,1067,1086,1070,1096,1081,4019
2200142761001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142761002,88,23,4,25,46,76,66,4,6,34,88,28,6,17,5,7,18,22,23,23,23,22,88
2200142761003,92,31,*,20,41,78,73,0,5,38,86,28,9,17,9,11,17,19,20,20,20,20,86
2200142761004,79,22,5,12,38,68,59,*,9,27,76,28,6,16,6,6,18,18,18,17,19,19,76
2200142761005,83,29,3,15,37,73,66,3,3,28,83,28,6,15,10,9,14,20,20,20,20,20,83
2200142761006,105,37,*,20,44,76,72,4,0,38,99,28,7,21,8,10,19,22,23,24,24,23,99
2200142761007,1377,396,81,546,582,1083,713,318,62,528,1314,485,150,313,204,197,296,341,345,346,347,342,1314
2200142761008,1766,557,48,678,816,1419,1202,132,86,787,1739,723,186,458,264,301,432,483,493,482,499,494,1739
2200142761029,420,134,18,160,177,324,270,32,23,166,396,131,45,97,65,65,96,105,105,105,105,105,396
2200142761050,41,13,*,23,21,34,16,17,*,20,41,16,7,12,10,10,12,13,13,12,13,12,41
2200142761051,21,7,0,9,7,16,7,9,0,4,21,11,3,6,4,*,5,6,6,5,6,6,21
2200142761052,41,11,3,21,22,23,14,6,3,20,41,13,4,10,5,7,8,12,12,12,12,12,41
2200142761053,11,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142761054,4,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142761055,16,7,0,0,6,10,10,0,0,4,16,5,0,4,0,*,*,3,4,*,4,*,16
2200142761056,4,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142776000,3015,943,87,868,1415,2329,2105,89,144,1253,2991,923,223,693,341,391,617,738,766,777,778,757,2991
2200142776001,104,29,*,33,54,70,62,3,4,42,104,35,7,26,7,11,20,23,26,26,26,26,104
2200142776002,149,46,3,38,74,105,80,4,23,57,149,58,11,36,13,11,27,38,41,41,41,41,149
2200142776003,216,67,5,53,96,171,157,6,8,94,216,56,18,45,26,25,45,49,49,50,50,50,216
2200142776004,100,32,0,30,50,82,77,0,4,38,100,35,6,23,9,11,21,23,26,27,27,27,100
2200142776005,93,30,*,25,45,73,68,5,*,41,93,30,9,19,13,14,20,24,26,26,26,26,93
2200142776006,105,24,11,38,45,83,80,0,0,46,102,35,7,26,13,16,22,27,29,29,29,29,102
2200142776007,200,73,10,49,88,147,123,13,10,83,200,58,14,43,23,20,37,42,46,48,48,48,200
2200142776008,139,47,7,65,60,111,104,11,0,67,136,46,19,36,26,30,37,39,39,39,39,39,136
2200142776009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142776010,105,38,*,30,40,91,80,*,11,43,105,26,6,22,11,12,17,22,24,24,24,24,105
2200142776011,220,69,6,59,95,177,152,7,20,77,220,59,9,43,18,25,40,50,52,52,52,52,220
2200142776012,75,25,*,18,33,65,60,0,5,32,75,19,0,13,4,9,12,17,17,17,17,17,75
2200142776013,885,274,23,242,438,654,618,19,18,374,879,270,63,212,100,115,185,224,227,234,234,223,879
2200142776014,52,8,*,21,29,34,28,*,4,24,52,22,9,15,12,13,13,17,18,18,18,17,52
2200142776015,12,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200142776016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200142776017,86,23,3,24,36,73,68,*,3,36,86,29,8,18,10,8,19,24,24,24,24,24,86
2200142776018,82,21,*,30,44,64,61,0,3,31,82,30,5,24,10,13,18,24,26,26,26,26,82
2200142776019,97,27,3,20,48,80,80,0,0,40,97,30,6,21,11,17,20,24,24,24,24,22,97
2200142776020,88,32,*,20,40,73,69,*,*,39,88,29,4,23,10,15,21,24,23,24,24,17,88
2200142776021,107,35,5,36,49,84,68,9,6,43,107,28,13,25,13,15,23,25,25,25,25,25,107
2200142776022,100,37,0,35,45,80,70,5,9,46,100,27,9,23,12,11,20,22,24,23,24,24,100
2200142780000,3992,1240,185,1597,1813,3179,2798,146,198,1681,3968,1334,460,1014,628,700,967,1078,1106,1107,1109,1107,3968
2200142780001,166,54,6,66,72,144,139,*,*,68,166,52,18,41,27,28,41,43,43,43,43,43,166
2200142780002,167,56,8,76,66,112,97,6,12,66,167,52,25,44,28,32,39,44,45,44,45,45,167
2200142780003,137,45,5,60,60,109,91,4,7,63,134,50,17,35,20,29,33,37,38,38,38,37,134
2200142780004,123,32,6,58,53,79,67,8,4,54,123,45,18,31,24,25,34,37,38,38,38,38,123
2200142780005,124,35,4,56,58,92,76,10,5,50,124,49,12,34,17,22,37,38,39,39,39,39,124
2200142780006,159,36,8,66,83,119,107,3,*,71,153,49,20,44,24,29,40,44,46,45,46,46,153
2200142780007,131,43,3,48,64,116,110,3,6,59,131,40,13,34,18,20,32,34,35,35,35,35,131
2200142780008,133,46,5,59,66,116,95,4,10,62,130,40,16,30,20,22,28,34,34,34,34,34,130
2200142780009,120,31,4,41,54,96,84,0,9,50,114,40,17,29,18,23,29,31,31,31,31,31,114
2200142780010,112,40,6,36,52,90,88,0,*,39,109,40,7,25,14,18,23,27,28,28,28,28,109
2200142780011,157,53,8,56,71,143,140,3,3,65,157,52,15,38,16,18,37,39,41,42,42,42,157
2200142780012,126,39,3,58,62,91,79,4,6,61,126,50,17,35,25,29,31,36,38,38,38,38,126
2200142780013,66,24,*,22,26,44,37,4,*,26,66,24,7,15,10,11,18,18,19,19,19,19,66
2200142780014,33,6,*,11,15,32,31,0,*,12,33,13,*,9,3,4,8,9,9,9,9,9,33
2200142780015,137,39,11,76,63,99,90,8,0,59,137,52,22,37,29,30,39,43,44,44,44,44,137
2200142780016,125,42,4,44,61,106,96,10,0,52,125,53,13,32,19,23,26,34,36,36,36,36,125
2200142780017,152,47,9,54,70,125,107,3,17,62,152,40,13,37,17,20,34,39,39,39,39,39,152
2200142780018,371,104,22,120,165,308,279,9,10,147,371,107,41,88,54,60,83,94,96,97,97,97,371
2200142780023,213,76,8,83,96,178,150,5,24,88,213,61,24,54,37,36,52,55,57,57,57,57,213
2200142780024,22,6,*,8,11,22,22,0,0,11,22,10,3,8,3,6,6,8,8,8,8,8,22
2200142780025,190,71,6,73,81,134,125,0,9,88,190,60,22,45,36,30,46,48,48,49,49,49,190
2200142780026,118,38,5,56,49,87,65,15,7,54,118,52,21,33,25,26,26,31,35,35,35,35,118
2200142780027,138,37,11,59,63,102,89,*,10,37,135,52,12,36,22,21,31,36,38,38,38,37,135
2200142780028,143,41,9,44,67,113,97,0,14,50,143,40,13,34,21,24,31,37,37,37,37,37,143
2200142780032,144,43,6,67,64,122,87,23,12,69,144,49,16,41,24,29,42,46,46,46,46,46,144
2200142780033,142,48,8,51,62,114,87,10,18,68,142,44,16,32,21,24,35,40,40,40,40,40,142
2200142780034,46,16,3,22,19,45,45,0,0,20,46,14,6,11,6,8,13,12,13,13,13,13,46
2200142780035,48,14,3,18,22,45,39,*,*,22,48,15,5,11,8,6,11,11,12,12,12,12,48
2200142780036,49,17,0,18,19,45,44,*,0,12,49,17,5,16,7,8,13,16,16,16,16,16,49
2200142780037,200,61,9,91,99,151,135,9,7,96,200,72,24,55,35,39,49,57,57,57,57,57,200
2200142795000,8131,2504,299,2599,3753,6293,5395,437,401,3470,8110,2554,732,1906,1059,1218,1779,2048,2100,2108,2118,2072,8110
2200142795001,186,61,6,61,86,141,122,5,11,76,186,65,12,42,19,25,33,46,49,49,49,48,186
2200142795002,264,73,10,71,118,219,175,27,16,112,264,75,15,54,27,35,54,61,64,65,65,64,264
2200142795003,145,49,7,35,61,100,96,0,4,61,145,41,6,32,11,16,29,32,34,34,34,34,145
2200142795004,5,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142795005,199,46,10,66,89,156,141,10,5,79,199,61,13,50,26,29,41,50,52,51,51,44,199
2200142795006,325,100,17,101,137,263,257,0,4,141,325,88,30,71,43,47,72,78,80,77,78,76,325
2200142795007,159,49,*,40,72,132,111,7,12,64,159,49,13,41,18,22,33,44,42,44,44,43,159
2200142795008,446,131,24,136,212,339,278,24,32,196,446,146,39,99,54,67,102,119,118,119,120,120,446
2200142795009,8,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142795010,54,15,3,10,24,43,40,0,3,24,54,16,4,13,7,3,13,13,14,14,14,14,54
2200142795011,4,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200142795012,56,17,3,9,31,37,34,0,0,23,56,15,6,12,9,8,12,13,14,14,14,14,56
2200142795013,51,17,3,13,22,45,40,0,5,24,48,17,*,11,5,3,10,12,12,12,12,12,48
2200142795014,43,12,*,14,18,36,36,0,0,21,43,11,0,10,3,5,11,11,11,10,11,10,43
2200142795015,132,36,4,44,59,106,95,0,11,59,132,45,12,33,19,25,34,35,37,37,37,37,132
2200142795016,273,82,10,79,128,181,162,4,15,117,273,91,21,60,37,35,56,65,66,66,66,65,273
2200142795017,161,51,9,55,67,129,112,9,8,67,161,48,19,39,26,31,36,42,42,41,42,42,161
2200142795018,85,21,6,30,39,80,78,0,*,36,85,25,10,20,15,16,20,23,23,23,23,23,85
2200142795019,59,15,*,20,31,41,30,*,8,26,59,22,6,18,8,9,13,17,19,19,19,19,59
2200142795020,94,32,*,21,49,76,71,*,0,40,94,28,8,20,12,13,24,25,25,25,25,25,94
2200142795021,425,129,13,199,200,359,322,29,4,203,425,144,69,116,86,89,106,114,117,116,117,116,425
2200142795022,22,4,0,4,12,8,3,5,0,8,19,10,*,5,*,3,6,6,6,6,6,6,19
2200142795023,16,6,0,*,8,14,13,*,0,3,16,4,0,3,*,*,3,4,4,4,4,4,16
2200142795024,237,80,6,55,97,165,132,*,31,87,237,73,9,50,14,26,45,52,54,54,54,54,237
2200142795025,66,19,*,10,29,36,31,0,5,22,66,14,4,13,4,10,12,14,14,14,14,13,66
2200142795026,89,28,3,7,42,66,56,3,7,41,89,23,3,15,3,12,15,18,20,20,20,20,89
2200142795027,51,11,*,16,21,39,35,4,0,22,51,11,3,8,6,6,8,10,10,10,10,10,51
2200142795028,39,13,0,12,15,23,17,*,5,19,39,14,*,8,5,9,7,11,11,11,11,11,39
2200142795029,544,169,19,180,235,435,403,22,6,236,541,170,53,128,70,90,127,142,145,143,145,142,541
2200142795031,70,22,3,12,32,42,41,0,*,27,70,19,5,11,4,8,12,13,15,15,15,13,70
2200142795032,529,177,16,169,229,389,363,15,16,230,523,169,55,125,68,90,115,133,136,135,137,131,523
2200142795033,795,236,45,322,401,616,389,161,52,320,789,293,90,199,132,119,175,206,212,215,215,212,789
2200142795034,954,305,30,275,444,797,701,17,73,403,954,275,74,218,113,120,198,234,245,248,248,248,954
2200142795036,466,139,11,180,232,337,274,52,7,210,466,162,59,116,75,78,108,123,127,131,132,124,466
2200142795037,12,7,0,4,5,9,8,0,*,*,12,5,*,3,*,*,3,4,4,4,4,4,12
2200142795038,80,27,0,21,42,65,57,5,*,24,80,27,5,23,11,10,22,23,22,23,23,23,80
2200142795039,106,37,5,30,45,75,71,0,4,44,106,26,8,23,13,14,19,25,25,25,25,25,106
2200142795040,72,15,*,24,38,58,53,0,3,36,72,24,*,20,5,9,16,20,20,21,21,21,72
2200142795041,63,18,4,20,31,58,46,7,5,27,63,24,4,15,6,8,18,20,20,20,20,20,63
2200142795042,87,36,3,24,36,63,56,*,5,39,87,24,4,14,9,10,16,17,17,17,17,17,87
2200142795043,61,17,*,20,32,51,40,7,6,23,61,18,7,15,8,5,13,14,15,15,15,15,61
2200142795044,66,23,*,27,27,50,37,9,4,28,66,18,6,18,12,11,17,18,18,18,18,18,66
2200142795045,93,31,4,29,44,83,78,0,*,43,93,27,7,24,10,19,21,24,24,25,25,24,93
2200142795046,89,31,4,27,38,68,60,0,5,40,89,26,9,20,12,11,19,22,22,22,22,22,89
